DateTime,Currency,Impact,Event,Actual,Forecast,Previous,Detail
2025-06-03T18:30:00-08:00,AUD,High Impact Expected,GDP q/q,0.2%,0.4%,0.6%,
2025-06-03T18:45:00-08:00,CNY,Low Impact Expected,RatingDog Services PMI,51.1,51.0,50.7,
2025-06-03T20:35:00-08:00,JPY,Low Impact Expected,30-y Bond Auction,2.90|2.9,,2.94|3.1,
2025-06-03T23:00:00-08:00,EUR,Low Impact Expected,German Factory Orders m/m,0.6%,-1.5%,3.6%,
2025-06-05T00:00:00-08:00,CHF,Low Impact Expected,Unemployment Rate,2.9%,2.8%,2.8%,
2025-06-05T00:00:00-08:00,CHF,Low Impact Expected,Foreign Currency Reserves,704B,,703B,
2025-06-05T00:45:00-08:00,GBP,Low Impact Expected,MPC Member Greene Speaks,,,,
2025-06-05T01:00:00-08:00,EUR,Low Impact Expected,Italian Retail Sales m/m,0.7%,0.4%,-0.5%,
2025-06-05T01:30:00-08:00,GBP,Low Impact Expected,MPC Member Breeden Speaks,,,,
2025-06-05T01:30:00-08:00,GBP,Medium Impact Expected,Construction PMI,47.9,47.4,46.6,
2025-06-05T01:59:00-08:00,EUR,Low Impact Expected,French 10-y Bond Auction,3.17|2.8,,3.24|2.8,
2025-06-05T02:00:00-08:00,EUR,Low Impact Expected,Retail Sales m/m,0.1%,0.2%,-0.1%,
2025-06-05T02:00:00-08:00,EUR,Low Impact Expected,Revised GDP q/q,0.6%,0.4%,0.3%,
2025-06-05T02:00:00-08:00,EUR,Low Impact Expected,Final Employment Change q/q,0.2%,0.3%,0.3%,
2025-06-05T02:00:00-08:00,EUR,Low Impact Expected,PPI m/m,-2.2%,-1.8%,-1.6%,
2025-06-05T04:30:00-08:00,USD,Low Impact Expected,Challenger Job Cuts y/y,47.0%,,62.7%,
2025-06-05T05:15:00-08:00,EUR,High Impact Expected,Main Refinancing Rate,2.15%,2.15%,2.40%,
2025-06-05T05:15:00-08:00,EUR,High Impact Expected,Monetary Policy Statement,,,,
2025-06-05T05:30:00-08:00,CAD,High Impact Expected,Employment Change,8.8K,-11.9K,7.4K,
2025-06-05T05:30:00-08:00,USD,High Impact Expected,Non-Farm Employment Change,139K,126K,177K,
2025-06-05T05:30:00-08:00,USD,High Impact Expected,Unemployment Rate,4.2%,4.2%,4.2%,
2025-06-05T05:30:00-08:00,USD,Low Impact Expected,Trade Balance,-61.6B,-67.6B,-140.5B,
2025-06-05T05:30:00-08:00,USD,High Impact Expected,Average Hourly Earnings m/m,0.4%,0.3%,0.2%,
2025-06-05T05:30:00-08:00,CAD,Low Impact Expected,Trade Balance,-7.1B,-1.4B,-0.5B,
2025-06-05T05:30:00-08:00,USD,High Impact Expected,Unemployment Claims,247K,236K,240K,
2025-06-05T05:30:00-08:00,USD,Low Impact Expected,Revised Nonfarm Productivity q/q,-1.5%,-0.8%,-0.8%,
2025-06-05T05:30:00-08:00,USD,Low Impact Expected,Revised Unit Labor Costs q/q,6.6%,5.7%,5.7%,
2025-06-05T05:30:00-08:00,CAD,High Impact Expected,Unemployment Rate,7.0%,7.0%,6.9%,
2025-06-05T05:45:00-08:00,EUR,High Impact Expected,ECB Press Conference,,,,
2025-06-05T07:00:00-08:00,CAD,Medium Impact Expected,Ivey PMI,48.9,48.3,47.9,
2025-06-05T07:00:00-08:00,USD,Low Impact Expected,FOMC Member Bowman Speaks,,,,
2025-06-05T07:30:00-08:00,USD,Low Impact Expected,Natural Gas Storage,122B,111B,101B,
2025-06-05T09:00:00-08:00,USD,Low Impact Expected,FOMC Member Kugler Speaks,,,,
2025-06-05T09:20:00-08:00,CAD,Low Impact Expected,Gov Council Member Kozicki Speaks,,,,
2025-06-05T10:00:00-08:00,USD,Low Impact Expected,FOMC Member Harker Speaks,,,,
2025-06-05T10:30:00-08:00,USD,Low Impact Expected,FOMC Member Schmid Speaks,,,,
2025-06-05T10:30:00-08:00,USD,Low Impact Expected,FOMC Member Harker Speaks,,,,
2025-06-05T12:00:00-08:00,USD,Low Impact Expected,Consumer Credit m/m,17.9B,11.3B,10.2B,
2025-06-05T13:00:00-08:00,USD,Medium Impact Expected,Treasury Currency Report,,,,
2025-06-05T16:30:00-08:00,JPY,Low Impact Expected,Household Spending y/y,-0.1%,1.5%,2.1%,
2025-06-05T22:00:00-08:00,JPY,Low Impact Expected,Leading Indicators,103.4%,104.0%,107.7%,
2025-06-05T23:00:00-08:00,EUR,Low Impact Expected,German Industrial Production m/m,-1.4%,-0.9%,3.0%,
2025-06-05T23:00:00-08:00,GBP,Low Impact Expected,Halifax HPI m/m,-0.4%,0.4%,0.3%,
2025-06-05T23:00:00-08:00,EUR,Low Impact Expected,German Trade Balance,14.6B,20.2B,21.1B,
2025-06-05T23:45:00-08:00,EUR,Low Impact Expected,French Industrial Production m/m,-1.4%,0.0%,0.2%,
2025-06-05T23:45:00-08:00,EUR,Low Impact Expected,French Trade Balance,-8.0B,-6.0B,-6.2B,
2025-06-07T00:00:00-08:00,EUR,Non-Economic,German Bank Holiday,,,,
2025-06-07T00:00:00-08:00,AUD,Non-Economic,Bank Holiday,,,,
2025-06-07T00:00:00-08:00,EUR,Non-Economic,French Bank Holiday,,,,
2025-06-07T00:00:00-08:00,CHF,Non-Economic,Bank Holiday,,,,
2025-06-07T00:30:00-08:00,EUR,Medium Impact Expected,ECB President Lagarde Speaks,,,,
2025-06-07T02:40:00-08:00,GBP,Low Impact Expected,MPC Member Greene Speaks,,,,
2025-06-07T15:45:00-08:00,NZD,Low Impact Expected,Manufacturing Sales q/q,5.1%,,2.6%,
2025-06-07T16:50:00-08:00,JPY,Low Impact Expected,Final GDP Price Index y/y,3.3%,3.3%,3.3%,
2025-06-07T16:50:00-08:00,JPY,Low Impact Expected,Current Account,2.31T,2.59T,2.72T,
2025-06-07T16:50:00-08:00,JPY,Low Impact Expected,Bank Lending y/y,2.4%,2.3%,2.4%,
2025-06-07T16:50:00-08:00,JPY,Low Impact Expected,Final GDP q/q,0.0%,-0.2%,-0.2%,
2025-06-07T18:30:00-08:00,CNY,Medium Impact Expected,CPI y/y,-0.1%,-0.2%,-0.1%,
2025-06-07T18:30:00-08:00,CNY,Medium Impact Expected,PPI y/y,-3.3%,-3.1%,-2.7%,
2025-06-07T20:01:00-08:00,CNY,Low Impact Expected,Trade Balance,744B,710B,690B,
2025-06-07T20:03:00-08:00,CNY,Low Impact Expected,USD-Denominated Trade Balance,103.2B,101.1B,96.2B,
2025-06-07T22:00:00-08:00,JPY,Low Impact Expected,Economy Watchers Sentiment,44.4,43.8,42.6,
2025-06-09T01:00:00-08:00,EUR,Low Impact Expected,Italian Industrial Production m/m,1.0%,0.0%,0.1%,
2025-06-09T01:30:00-08:00,EUR,Low Impact Expected,Sentix Investor Confidence,0.2,-5.3,-8.1,
2025-06-09T03:00:00-08:00,USD,Low Impact Expected,NFIB Small Business Index,98.8,95.9,95.8,
2025-06-09T07:00:00-08:00,USD,Low Impact Expected,Final Wholesale Inventories m/m,0.2%,0.0%,0.0%,
2025-06-09T13:00:00-08:00,USD,Medium Impact Expected,President Trump Speaks,,,,
2025-06-09T13:30:00-08:00,USD,Low Impact Expected,API Weekly Statistical Bulletin,,,,
2025-06-09T15:45:00-08:00,NZD,Low Impact Expected,Visitor Arrivals m/m,2.3%,,-1.9%,
2025-06-09T16:01:00-08:00,GBP,Low Impact Expected,BRC Retail Sales Monitor y/y,0.6%,2.7%,6.8%,
2025-06-09T16:50:00-08:00,JPY,Low Impact Expected,M2 Money Stock y/y,0.6%,0.6%,0.5%,
2025-06-09T16:50:00-08:00,JPY,Low Impact Expected,PPI y/y,3.2%,3.5%,4.0%,
2025-06-09T17:30:00-08:00,AUD,Low Impact Expected,Westpac Consumer Sentiment,0.5%,,2.2%,
2025-06-09T18:30:00-08:00,AUD,Low Impact Expected,NAB Business Confidence,2,,-1,
2025-06-09T22:59:00-08:00,JPY,Low Impact Expected,Prelim Machine Tool Orders y/y,3.4%,,7.7%,
2025-06-09T23:00:00-08:00,GBP,Medium Impact Expected,Claimant Count Change,33.1K,9.5K,5.2K,
2025-06-09T23:00:00-08:00,GBP,Low Impact Expected,Unemployment Rate,4.6%,4.6%,4.5%,
2025-06-09T23:00:00-08:00,GBP,Medium Impact Expected,Average Earnings Index 3m/y,5.3%,5.5%,5.5%,
2025-06-09T23:59:00-08:00,CHF,Low Impact Expected,SECO Consumer Climate,-37,-38,-42,
2025-06-11T01:00:00-08:00,EUR,Low Impact Expected,Italian Quarterly Unemployment Rate,6.1%,6.0%,6.1%,
2025-06-11T02:07:00-08:00,GBP,Low Impact Expected,10-y Bond Auction,4.59|2.9,,4.67|3.1,
2025-06-11T02:31:00-08:00,EUR,Low Impact Expected,German 10-y Bond Auction,2.54|2.7,,2.66|2.4,
2025-06-11T05:30:00-08:00,USD,High Impact Expected,Core PPI m/m,0.1%,0.3%,-0.4%,
2025-06-11T05:30:00-08:00,USD,High Impact Expected,PPI m/m,0.1%,0.2%,-0.5%,
2025-06-11T05:30:00-08:00,USD,High Impact Expected,Unemployment Claims,248K,242K,247K,
2025-06-11T05:30:00-08:00,USD,High Impact Expected,CPI m/m,0.1%,0.2%,0.2%,
2025-06-11T05:30:00-08:00,USD,High Impact Expected,Core CPI m/m,0.1%,0.3%,0.2%,
2025-06-11T05:30:00-08:00,CAD,Low Impact Expected,Building Permits m/m,-6.6%,1.9%,-4.1%,
2025-06-11T05:30:00-08:00,USD,High Impact Expected,CPI y/y,2.4%,2.5%,2.3%,
2025-06-11T06:30:00-08:00,GBP,Low Impact Expected,CB Leading Index m/m,-0.4%,,-0.4%,
2025-06-11T07:30:00-08:00,USD,Low Impact Expected,Crude Oil Inventories,-3.6M,-2.4M,-4.3M,
2025-06-11T07:30:00-08:00,USD,Low Impact Expected,Natural Gas Storage,109B,108B,122B,
2025-06-11T10:01:00-08:00,USD,Low Impact Expected,10-y Bond Auction,4.42|2.5,,4.34|2.6,
2025-06-11T10:01:00-08:00,USD,Low Impact Expected,30-y Bond Auction,4.84|2.4,,4.82|2.3,
2025-06-11T10:59:00-08:00,USD,Low Impact Expected,Federal Budget Balance,-316.0B,-314.3B,258.4B,
2025-06-11T15:30:00-08:00,NZD,Low Impact Expected,BusinessNZ Manufacturing Index,47.5,,53.9,
2025-06-11T16:01:00-08:00,GBP,Low Impact Expected,RICS House Price Balance,-8%,-3%,-3%,
2025-06-11T16:50:00-08:00,JPY,Low Impact Expected,BSI Manufacturing Index,-4.8,0.8,-2.4,
2025-06-11T18:00:00-08:00,AUD,Low Impact Expected,MI Inflation Expectations,5.0%,,4.1%,
2025-06-11T21:30:00-08:00,JPY,Low Impact Expected,Tertiary Industry Activity m/m,0.3%,0.2%,-0.3%,
2025-06-11T21:30:00-08:00,JPY,Low Impact Expected,Revised Industrial Production m/m,-1.1%,-1.2%,-0.9%,
2025-06-11T23:00:00-08:00,GBP,Low Impact Expected,Construction Output m/m,0.9%,0.3%,0.5%,
2025-06-11T23:00:00-08:00,GBP,Low Impact Expected,Industrial Production m/m,-0.6%,-0.4%,-0.7%,
2025-06-11T23:00:00-08:00,GBP,Low Impact Expected,Index of Services 3m/3m,0.6%,0.7%,0.7%,
2025-06-11T23:00:00-08:00,GBP,Low Impact Expected,Goods Trade Balance,-23.2B,-20.8B,-19.9B,
2025-06-11T23:00:00-08:00,EUR,Low Impact Expected,German Final CPI m/m,0.1%,0.1%,0.1%,
2025-06-11T23:00:00-08:00,GBP,High Impact Expected,GDP m/m,-0.3%,-0.1%,0.2%,
2025-06-11T23:00:00-08:00,GBP,Low Impact Expected,Manufacturing Production m/m,-0.9%,-0.8%,-0.8%,
2025-06-11T23:00:00-08:00,EUR,Low Impact Expected,German WPI m/m,-0.3%,-0.2%,-0.1%,
2025-06-11T23:45:00-08:00,EUR,Low Impact Expected,French Final CPI m/m,-0.1%,-0.1%,-0.1%,
2025-06-13T01:00:00-08:00,EUR,Low Impact Expected,Italian Trade Balance,2.48B,2.73B,3.66B,
2025-06-13T01:30:00-08:00,GBP,Low Impact Expected,Consumer Inflation Expectations,3.2%,,3.4%,
2025-06-13T01:31:00-08:00,CNY,Medium Impact Expected,New Loans,620B,890B,280B,
2025-06-13T01:31:00-08:00,CNY,Low Impact Expected,M2 Money Supply y/y,7.9%,8.1%,8.0%,
2025-06-13T02:00:00-08:00,EUR,Low Impact Expected,Industrial Production m/m,-2.4%,-1.6%,2.6%,
2025-06-13T02:00:00-08:00,EUR,Low Impact Expected,Trade Balance,14.0B,18.2B,27.9B,
2025-06-13T05:30:00-08:00,CAD,Low Impact Expected,Capacity Utilization Rate,80.1%,79.6%,79.8%,
2025-06-13T05:30:00-08:00,CAD,Low Impact Expected,Manufacturing Sales m/m,-2.8%,-2.1%,-1.4%,
2025-06-13T05:30:00-08:00,CAD,Low Impact Expected,Wholesale Sales m/m,-2.3%,-0.9%,0.2%,
2025-06-13T07:00:00-08:00,USD,High Impact Expected,Prelim UoM Consumer Sentiment,60.5,53.5,50.8,
2025-06-13T07:00:00-08:00,USD,High Impact Expected,Prelim UoM Inflation Expectations,5.1%,,7.3%,
2025-06-13T15:30:00-08:00,NZD,Low Impact Expected,BusinessNZ Services Index,44.0,,48.5,
2025-06-13T16:01:00-08:00,GBP,Low Impact Expected,Rightmove HPI m/m,-0.3%,,0.6%,
2025-06-13T18:30:00-08:00,CNY,Low Impact Expected,New Home Prices m/m,-0.22%,,-0.12%,
2025-06-13T19:00:00-08:00,CNY,Low Impact Expected,Unemployment Rate,5.0%,5.1%,5.1%,
2025-06-13T19:00:00-08:00,CNY,Low Impact Expected,NBS Press Conference,,,,
2025-06-13T19:00:00-08:00,CNY,Low Impact Expected,Fixed Asset Investment ytd/y,3.7%,4.0%,4.0%,
2025-06-13T19:00:00-08:00,CNY,Medium Impact Expected,Retail Sales y/y,6.4%,4.9%,5.1%,
2025-06-13T19:00:00-08:00,CNY,Medium Impact Expected,Industrial Production y/y,5.8%,5.9%,6.1%,
2025-06-13T23:30:00-08:00,CHF,Low Impact Expected,PPI m/m,-0.5%,0.1%,0.1%,
2025-06-16T00:00:00-08:00,CHF,Low Impact Expected,SECO Economic Forecasts,,,,
2025-06-16T00:00:00-08:00,EUR,Low Impact Expected,German Buba President Nagel Speaks,,,,
2025-06-16T00:00:00-08:00,All,Low Impact Expected,G7 Meetings,,,,
2025-06-16T02:00:00-08:00,EUR,Medium Impact Expected,German ZEW Economic Sentiment,47.5,34.8,25.2,
2025-06-16T02:00:00-08:00,EUR,Low Impact Expected,ZEW Economic Sentiment,35.3,23.5,11.6,
2025-06-16T03:00:00-08:00,EUR,Low Impact Expected,German Buba Monthly Report,,,,
2025-06-16T05:15:00-08:00,CAD,Low Impact Expected,Housing Starts,280K,248K,279K,
2025-06-16T05:30:00-08:00,USD,Medium Impact Expected,Empire State Manufacturing Index,-16.0,-5.9,-9.2,
2025-06-16T05:30:00-08:00,USD,Low Impact Expected,Import Prices m/m,0.0%,-0.2%,0.1%,
2025-06-16T05:30:00-08:00,USD,High Impact Expected,Retail Sales m/m,-0.9%,-0.5%,0.1%,
2025-06-16T05:30:00-08:00,USD,High Impact Expected,Core Retail Sales m/m,-0.3%,0.2%,0.1%,
2025-06-16T05:30:00-08:00,CAD,Low Impact Expected,Foreign Securities Purchases,-9.36B,-2.94B,-4.23B,
2025-06-16T06:15:00-08:00,USD,Low Impact Expected,Capacity Utilization Rate,77.4%,77.7%,77.7%,
2025-06-16T06:15:00-08:00,USD,Low Impact Expected,Industrial Production m/m,-0.2%,0.0%,0.0%,
2025-06-16T07:00:00-08:00,USD,Low Impact Expected,Business Inventories m/m,0.0%,0.0%,0.1%,
2025-06-16T07:00:00-08:00,USD,Low Impact Expected,NAHB Housing Market Index,32,36,34,
2025-06-16T08:29:00-08:00,NZD,Low Impact Expected,GDT Price Index,-1.0%,,-1.6%,
2025-06-16T10:30:00-08:00,CAD,Low Impact Expected,BOC Summary of Deliberations,,,,
2025-06-16T13:30:00-08:00,USD,Low Impact Expected,API Weekly Statistical Bulletin,,,,
2025-06-16T14:00:00-08:00,NZD,Low Impact Expected,Westpac Consumer Sentiment,91.2,,89.2,
2025-06-16T15:45:00-08:00,NZD,Low Impact Expected,FPI m/m,0.5%,,0.8%,
2025-06-16T15:45:00-08:00,NZD,Low Impact Expected,Current Account,-2.32B,-2.19B,-7.04B,
2025-06-16T16:50:00-08:00,JPY,Low Impact Expected,Core Machinery Orders m/m,-9.1%,-9.3%,13.0%,
2025-06-16T16:50:00-08:00,JPY,Low Impact Expected,Trade Balance,-0.31T,-0.37T,-0.41T,
2025-06-16T17:30:00-08:00,AUD,Low Impact Expected,MI Leading Index m/m,-0.1%,,0.0%,
2025-06-16T20:30:00-08:00,JPY,High Impact Expected,Monetary Policy Statement,,,,
2025-06-16T20:30:00-08:00,JPY,High Impact Expected,BOJ Policy Rate,<0.50%,<0.50%,<0.50%,
2025-06-16T23:00:00-08:00,GBP,Low Impact Expected,RPI y/y,4.3%,4.2%,4.5%,
2025-06-16T23:00:00-08:00,GBP,High Impact Expected,CPI y/y,3.4%,3.3%,3.5%,
2025-06-16T23:00:00-08:00,GBP,Low Impact Expected,Core CPI y/y,3.5%,3.5%,3.8%,
2025-06-16T23:30:00-08:00,JPY,High Impact Expected,BOJ Press Conference,,,,
2025-06-18T00:00:00-08:00,EUR,Low Impact Expected,Eurogroup Meetings,,,,
2025-06-18T00:00:00-08:00,NZD,Non-Economic,Bank Holiday,,,,
2025-06-18T00:00:00-08:00,USD,Non-Economic,Bank Holiday,,,,
2025-06-18T00:30:00-08:00,CHF,High Impact Expected,SNB Monetary Policy Assessment,,,,
2025-06-18T00:30:00-08:00,CHF,High Impact Expected,SNB Policy Rate,0.00%,0.00%,0.25%,
2025-06-18T01:00:00-08:00,EUR,Low Impact Expected,Current Account,19.8B,40.4B,50.9B,
2025-06-18T01:00:00-08:00,CHF,High Impact Expected,SNB Press Conference,,,,
2025-06-18T01:30:00-08:00,GBP,Low Impact Expected,HPI y/y,3.5%,5.6%,6.4%,
2025-06-18T01:45:00-08:00,EUR,Low Impact Expected,Spanish 10-y Bond Auction,3.21|1.7,,3.35|1.9,
2025-06-18T02:00:00-08:00,EUR,Low Impact Expected,German Buba President Nagel Speaks,,,,
2025-06-18T02:00:00-08:00,EUR,Low Impact Expected,Final CPI y/y,1.9%,1.9%,1.9%,
2025-06-18T02:00:00-08:00,EUR,Low Impact Expected,Final Core CPI y/y,2.3%,2.3%,2.3%,
2025-06-18T02:38:00-08:00,EUR,Low Impact Expected,German 30-y Bond Auction,2.99|2.2,,3.12|2.3,
2025-06-18T04:00:00-08:00,GBP,High Impact Expected,Official Bank Rate,4.25%,4.25%,4.25%,
2025-06-18T04:00:00-08:00,GBP,High Impact Expected,MPC Official Bank Rate Votes,0-3-6,0-2-7,0-7-2,
2025-06-18T04:00:00-08:00,GBP,High Impact Expected,Monetary Policy Summary,,,,
2025-06-18T04:00:00-08:00,GBP,Low Impact Expected,BOE Inflation Letter,,,,
2025-06-18T05:30:00-08:00,USD,Low Impact Expected,Building Permits,1.39M,1.42M,1.41M,
2025-06-18T05:30:00-08:00,USD,High Impact Expected,Unemployment Claims,245K,246K,248K,
