DateTime,Currency,Impact,Event,Actual,Forecast,Previous,Detail
2025-01-16T18:00:00-08:00,CNY,Low Impact Expected,Fixed Asset Investment ytd/y,3.2%,3.3%,3.3%,
2025-01-16T18:00:00-08:00,CNY,Medium Impact Expected,GDP q/y,5.4%,5.0%,4.6%,
2025-01-16T18:00:00-08:00,CNY,Medium Impact Expected,Industrial Production y/y,6.2%,5.4%,5.4%,
2025-01-16T18:00:00-08:00,CNY,Medium Impact Expected,Retail Sales y/y,3.7%,3.5%,3.0%,
2025-01-16T23:00:00-08:00,GBP,High Impact Expected,Retail Sales m/m,-0.3%,0.4%,0.1%,
2025-01-17T01:00:00-08:00,EUR,Low Impact Expected,Current Account,27.0B,28.0B,30.2B,
2025-01-17T01:03:00-08:00,CNY,Low Impact Expected,Foreign Direct Investment ytd/y,-27.1%,,-27.9%,
2025-01-17T02:00:00-08:00,EUR,Low Impact Expected,Final Core CPI y/y,2.7%,2.7%,2.7%,
2025-01-17T02:00:00-08:00,EUR,Low Impact Expected,Final CPI y/y,2.4%,2.4%,2.4%,
2025-01-17T05:30:00-08:00,CAD,Low Impact Expected,Foreign Securities Purchases,16.40B,14.50B,21.55B,
2025-01-17T05:30:00-08:00,USD,Medium Impact Expected,Building Permits,1.48M,1.46M,1.49M,
2025-01-17T05:30:00-08:00,USD,Low Impact Expected,Housing Starts,1.50M,1.33M,1.29M,
2025-01-17T06:15:00-08:00,USD,Low Impact Expected,Industrial Production m/m,0.9%,0.3%,0.2%,
2025-01-17T06:15:00-08:00,USD,Low Impact Expected,Capacity Utilization Rate,77.6%,77.0%,77.0%,
2025-01-17T06:30:00-08:00,GBP,Low Impact Expected,CB Leading Index m/m,-0.3%,,0.1%,
2025-01-17T13:00:00-08:00,USD,Low Impact Expected,TIC Long-Term Purchases,79.0B,159.9B,159.1B,
2025-01-19T15:50:00-08:00,JPY,Low Impact Expected,Core Machinery Orders m/m,3.4%,-0.7%,2.1%,
2025-01-19T16:01:00-08:00,GBP,Low Impact Expected,Rightmove HPI m/m,1.7%,,-1.7%,
2025-01-19T17:00:00-08:00,CNY,Medium Impact Expected,5-y Loan Prime Rate,3.60%,3.60%,3.60%,
2025-01-19T17:00:00-08:00,CNY,Medium Impact Expected,1-y Loan Prime Rate,3.10%,3.10%,3.10%,
2025-01-19T20:30:00-08:00,JPY,Low Impact Expected,Revised Industrial Production m/m,-2.2%,-2.3%,-2.3%,
2025-01-19T20:30:00-08:00,JPY,Low Impact Expected,Tertiary Industry Activity m/m,-0.3%,0.1%,0.1%,
2025-01-19T23:00:00-08:00,EUR,Low Impact Expected,German PPI m/m,-0.1%,0.3%,0.5%,
2025-01-19T23:30:00-08:00,CHF,Low Impact Expected,PPI m/m,0.0%,0.2%,-0.6%,
2025-01-20T07:30:00-08:00,CAD,Low Impact Expected,BOC Business Outlook Survey,,,,
2025-01-20T09:00:00-08:00,USD,High Impact Expected,President Trump Speaks,,,,
2025-01-20T13:30:00-08:00,NZD,Low Impact Expected,BusinessNZ Services Index,47.9,,49.5,
2025-01-20T23:00:00-08:00,GBP,High Impact Expected,Claimant Count Change,0.7K,10.3K,-25.1K,
2025-01-20T23:00:00-08:00,GBP,Medium Impact Expected,Average Earnings Index 3m/y,5.6%,5.6%,5.2%,
2025-01-20T23:00:00-08:00,GBP,Low Impact Expected,Unemployment Rate,4.4%,4.3%,4.3%,
2025-01-20T23:59:59-08:00,EUR,Low Impact Expected,Eurogroup Meetings,,,,
2025-01-20T23:59:59-08:00,All,Medium Impact Expected,WEF Annual Meetings,,,,
2025-01-20T23:59:59-08:00,USD,Non-Economic,Bank Holiday,,,,
2025-01-21T02:00:00-08:00,EUR,Medium Impact Expected,German ZEW Economic Sentiment,10.3,15.2,15.7,
2025-01-21T02:00:00-08:00,EUR,Low Impact Expected,ZEW Economic Sentiment,18.0,16.9,17.0,
2025-01-21T05:30:00-08:00,CAD,Low Impact Expected,Core CPI m/m,-0.3%,,-0.1%,
2025-01-21T05:30:00-08:00,CAD,Medium Impact Expected,Common CPI y/y,2.0%,1.9%,2.0%,
2025-01-21T05:30:00-08:00,CAD,High Impact Expected,CPI m/m,-0.4%,-0.7%,0.0%,
2025-01-21T05:30:00-08:00,CAD,High Impact Expected,Median CPI y/y,2.4%,2.5%,2.6%,
2025-01-21T05:30:00-08:00,CAD,High Impact Expected,Trimmed CPI y/y,2.5%,2.5%,2.6%,
2025-01-21T06:57:00-08:00,NZD,Low Impact Expected,GDT Price Index,1.4%,,-1.4%,
2025-01-21T13:45:00-08:00,NZD,High Impact Expected,CPI q/q,0.5%,0.5%,0.6%,
2025-01-21T15:30:00-08:00,AUD,Low Impact Expected,MI Leading Index m/m,0.0%,,0.1%,
2025-01-21T23:00:00-08:00,GBP,Low Impact Expected,Public Sector Net Borrowing,17.8B,14.2B,11.8B,
2025-01-21T23:59:59-08:00,All,Medium Impact Expected,WEF Annual Meetings,,,,
